40,6,1,0,0,7,3.571429,2,3,0,0,0,3,0
35,3,0,0,0,6,2.333333,4,0,0,1,0,5,0
25,3,0,0,0,6,2,2,2,0,0,0,4,0
74,23,1,0,0,22,4.181818,2,4,0,0,0,3,0
53,13,1,0,0,11,5.454545,1,1,0,1,0,1.5,0
69,15,0,0,0,12,6.25,3,3,0,0,0,4,0
57,17,1,0,0,11,4.363636,3,0,0,1,0,2,0
40,9,1,0,0,8,4.125,0,2,0,0,0,1,0
39,11,0,1,0,7,4.714286,0,0,0,0,0,0,0
52,9,1,0,0,9,3.555556,1,3,0,0,0,2.5,0
36,1,0,0,0,11,2,1,3,0,0,0,4,0
44,14,1,0,0,9,4.222222,0,1,0,0,0,0.5,0
27,0,0,0,0,7,1.571429,1,2,0,0,0,4,0
70,17,1,0,0,15,5.333333,2,4,0,0,0,3,1
49,16,1,0,0,9,5.777778,2,0,0,0,0,1,1
58,17,1,0,0,11,5.090909,1,2,0,0,0,2,1
45,7,0,0,0,7,2.428571,5,2,0,0,0,4,1
42,8,0,0,0,7,3.571429,2,3,0,0,0,2.5,1
40,8,0,0,0,10,2.4,2,1,0,0,0,2,1
53,10,0,0,0,13,4,6,4,0,0,0,10,1
83,21,1,0,0,24,4.291667,2,6,0,0,0,4,0
52,13,1,0,0,11,5.363636,2,2,0,0,0,2,0
69,15,1,0,0,15,5.933333,2,4,0,0,0,3,0
67,13,1,0,0,11,6,3,3,0,0,0,3,0
48,13,1,0,0,8,5.375,2,0,0,0,0,1.5,0
56,9,1,0,0,13,5.307693,2,4,0,0,0,3,0
44,10,1,0,0,9,4,2,2,0,0,0,2,0
61,10,0,0,0,9,6.111111,2,2,0,0,0,2,0
80,22,1,0,0,24,3.75,2,4,0,0,0,3,0
53,17,1,0,0,10,4.9,1,0,0,0,0,0.5,0
55,12,1,0,0,11,5.363636,1,2,0,0,0,2,0
70,20,1,0,0,22,5,0,2,0,0,0,1,1
51,13,1,0,0,12,5.25,2,3,0,0,0,2.5,1
67,15,1,0,0,15,5.333333,0,4,0,0,0,2,1
47,10,0,2,0,8,5.375,1,0,0,0,0,1,1
66,11,1,0,0,6,10.833333,3,0,0,0,0,1.5,1
64,15,2,0,0,9,4.888889,2,1,0,0,0,1.5,1
70,10,1,0,0,10,6.7,1,1,0,0,0,1.5,1
46,9,1,0,0,10,3.8,1,3,0,0,8,2,1
71,10,0,0,0,11,4.363636,4,4,0,0,0,4,1
55,13,1,0,0,11,4.636364,2,3,0,0,0,2.5,1
77,22,1,0,0,22,3.727273,2,4,0,0,0,3,0
54,12,1,0,0,12,4.833333,2,3,0,0,0,2.5,0
73,20,1,0,0,19,3.789474,1,5,0,0,0,3,0
63,15,1,0,0,14,4.214286,3,4,0,0,0,3.5,0
52,11,0,2,0,8,4.875,2,1,0,0,0,2,0
57,14,0,2,0,10,4.9,3,3,0,0,0,3,0
75,15,1,0,0,8,5.375,5,0,0,4,0,3.5,0
52,11,1,0,0,14,5.071429,1,3,0,0,0,2,0
44,9,1,0,0,11,4.363636,2,2,0,0,0,2,0
60,12,1,0,0,9,4.666667,1,2,0,0,0,1.5,0
53,14,1,1,0,9,4.222222,1,1,0,0,0,1.5,0
53,14,1,0,0,12,4.166667,0,3,0,0,0,1.5,0
41,2,0,0,0,9,1.777778,3,1,0,0,0,6,0
39,10,0,1,0,8,6.375,0,0,0,0,0,0,1
35,2,0,0,0,8,4,2,3,0,0,0,2.5,1
49,13,1,0,0,10,4.5,1,0,0,1,0,0.5,1
42,8,1,0,0,9,4,0,3,0,0,0,1.5,1
61,12,1,0,0,11,5.090909,1,1,0,1,0,1,1
29,4,1,0,0,8,3,2,1,0,0,0,1.5,0
18,4,1,0,0,3,1.333333,0,0,0,0,0,0,0
28,5,0,0,0,5,2,3,0,0,1,0,4,0
28,3,0,0,0,7,1.428571,2,3,0,0,0,5,0
55,3,1,0,0,8,2.75,4,0,0,1,0,2.333333,1
34,1,0,0,0,12,2.75,2,6,0,0,0,8,0
30,1,0,0,0,9,2.666667,2,1,0,0,0,4,0
30,1,0,0,0,7,1.857143,1,3,0,0,0,4,0
30,1,0,0,0,8,2.25,1,3,0,0,0,4,0
62,21,0,0,0,15,3.466667,2,4,0,0,0,3,1
35,8,0,0,0,7,3.285714,1,2,0,0,0,1.5,1
51,13,0,0,0,13,4.230769,2,6,0,0,0,4,1
51,16,0,0,0,8,4.125,2,3,0,1,0,2.5,1
53,17,0,0,0,13,3.153846,1,2,0,0,0,1.5,1
40,13,0,0,0,8,2.75,0,3,0,0,0,1.5,1
77,21,1,0,0,23,4.521739,2,4,0,0,0,3,1
57,13,1,0,0,11,6.272727,2,3,0,0,0,2.5,1
64,16,1,0,0,14,6.928571,0,3,0,0,0,1.5,1
78,12,1,0,0,11,6.636364,3,0,0,0,0,2,1
52,16,1,0,0,9,5.444445,1,0,0,1,0,0.5,1
50,10,1,0,0,11,4.909091,2,2,0,0,0,2,1
61,15,0,0,0,11,9.363636,2,1,0,0,0,1.5,1
62,14,0,0,0,15,6.8,0,3,0,0,0,1.5,1
80,16,1,0,0,10,5.6,6,0,0,3,0,4,1
59,13,1,0,0,13,7.076923,1,1,0,0,0,1,1
47,10,1,0,0,9,4.444445,2,1,0,0,0,1.5,1
43,13,1,0,0,9,4.222222,0,1,0,0,0,0.5,1
57,14,1,0,0,12,5.583333,1,2,0,0,0,2,1
47,9,0,0,0,8,1.75,2,4,0,0,0,6,0
27,4,0,0,0,7,3.142857,1,0,0,0,0,2,0
36,1,0,1,0,6,1.833333,1,1,0,0,0,2,0
102,23,1,0,0,10,2.6,2,3,0,0,0,2.5,0
68,2,1,0,0,14,3,7,4,0,0,0,11,0
78,23,1,0,0,22,4.590909,3,4,0,0,0,3.5,1
57,13,1,0,0,11,6,3,2,0,0,0,2.5,1
87,21,1,0,0,22,4.181818,3,6,0,0,0,5,1
67,12,1,0,0,9,5.777778,1,1,0,0,2,1,1
51,12,0,1,0,10,5.3,1,1,0,0,0,1,1
86,15,3,0,0,13,7.307693,8,2,0,0,0,5.5,1
79,17,1,0,0,8,5.375,3,0,0,0,0,2,1
59,14,1,0,0,13,5.846154,2,3,0,0,0,2.5,1
45,10,1,0,0,9,4.444445,3,2,0,0,0,2.5,1
73,10,2,0,0,11,6,3,1,0,0,0,2.5,1
63,14,1,0,0,13,6,4,2,0,0,0,3,1
80,24,1,0,0,24,5.125,2,4,0,0,0,3,1
68,18,1,0,0,13,7.230769,2,3,0,0,0,2.5,1
55,17,1,0,0,11,7.545455,1,0,0,1,0,0.5,1
63,15,1,0,0,16,6.125,2,2,0,1,0,2,1
37,5,1,0,0,7,3.571429,2,3,0,0,0,2.5,0
33,9,0,0,0,5,2,3,0,0,1,0,4,0
30,4,4,0,0,8,4.5,1,3,0,0,0,4,0
27,4,0,0,0,10,1.9,0,1,0,0,0,1,0
26,2,0,0,0,6,1.5,1,2,0,0,0,3,0
53,16,0,0,0,8,2.625,2,3,0,0,0,5,0
71,15,3,1,0,13,2.692308,1,4,0,0,0,6,0
52,9,0,0,0,8,3.5,3,0,0,1,0,5,0
72,9,0,0,0,8,3.625,10,1,0,0,0,11,0
42,6,0,0,0,17,3.588235,2,2,0,0,0,4,0
35,2,0,0,0,14,2,3,6,0,0,0,9,0
40,5,1,0,0,8,3.5,2,3,0,0,0,3.5,0
36,3,0,0,0,10,2.8,4,1,0,1,0,3,0
56,15,3,0,0,10,5.3,2,0,0,1,0,1,1
53,12,2,0,0,13,5.384615,0,3,0,0,0,1.5,1
59,10,0,1,0,7,5,4,1,0,0,0,3,1
48,14,1,0,0,8,5.375,1,0,0,1,0,0.5,1
55,10,1,0,0,12,3.833333,1,5,0,0,0,3,1
69,20,1,0,0,22,4.090909,2,2,0,0,0,2,1
49,12,1,0,0,10,5.6,1,2,0,0,0,2,1
71,19,1,0,0,20,3.9,1,5,0,0,0,3,1
62,15,0,0,0,14,6,1,3,0,0,0,2,1
42,11,0,1,0,9,5.777778,1,0,0,0,0,0.5,1
61,13,0,0,0,10,7,2,2,0,0,0,2.5,1
49,14,1,0,0,8,5.375,2,0,0,1,0,1,1
61,11,1,0,0,15,6.266667,3,2,0,0,0,2.5,1
37,9,1,0,0,7,4.571429,0,1,0,0,7,0.5,1
57,12,0,0,0,12,5.25,2,3,0,0,0,2.5,1
43,13,1,0,0,9,4.222222,0,1,0,0,0,0.5,1
58,12,2,0,0,13,5.538462,0,2,0,0,0,1,1
80,23,1,0,0,22,3.818182,2,4,0,0,0,3,1
54,12,1,0,0,12,4.666667,2,3,0,0,0,2.5,1
77,14,1,0,0,15,5.8,2,4,0,0,0,3,1
53,11,0,2,0,6,5.333333,2,0,0,0,0,1.5,1
68,13,1,0,0,9,7.111111,4,3,0,0,0,3.5,1
74,13,1,0,0,9,4.888889,7,0,0,2,0,5,1
81,10,1,1,0,16,4.8125,2,3,0,0,0,3,1
44,10,1,0,0,9,4,2,2,0,0,0,2,1
45,15,1,0,0,9,4.222222,0,1,0,0,0,0.5,1
65,12,1,0,0,13,4.076923,2,3,0,0,0,3,1
72,21,1,0,0,22,4.136364,2,4,0,0,0,3,0
52,13,1,0,0,11,5,1,2,0,0,0,2,0
69,14,1,0,0,12,6,3,3,0,0,0,3.5,0
50,13,1,0,0,10,4.5,1,0,0,1,0,1,0
51,10,1,0,0,10,5.3,1,2,0,0,0,1.5,0
39,8,1,0,0,8,4.125,0,2,0,0,0,1,0
56,14,2,0,0,12,4.333333,0,3,0,0,0,1.5,0
36,8,1,0,0,7,3,4,1,0,0,0,8,0
27,2,0,0,0,7,2,1,3,0,0,0,4,0
75,21,2,0,0,22,4.181818,2,2,0,0,0,1.333333,1
66,16,2,0,0,13,4.923077,2,3,0,0,0,1.666667,1
72,18,1,1,0,17,5.882353,1,4,0,0,0,2.5,1
77,15,1,0,0,12,6.25,3,3,0,0,1,4,1
55,18,0,0,0,9,5.111111,1,0,0,1,0,0.5,1
77,14,2,0,0,10,6.3,1,2,0,0,0,2,1
72,15,1,0,0,10,3.9,4,3,0,0,0,4.5,1
46,14,1,0,0,10,5.4,1,1,0,0,0,1,1
78,19,1,0,0,14,4.928571,2,3,0,0,0,3.5,1
72,16,1,0,0,8,5.375,5,0,0,2,0,4,1
55,13,1,0,0,11,4.454545,1,3,0,0,0,2,1
72,20,1,0,0,22,4,2,4,0,0,0,3,1
51,12,1,0,0,10,5.6,1,2,0,0,0,2,1
63,11,2,0,0,16,6,2,4,0,0,0,3,1
73,13,2,0,0,14,6,3,3,0,0,0,3,1
68,14,1,0,0,15,4.133333,1,3,0,0,0,2,1
46,8,2,0,0,9,3.777778,0,3,0,0,0,1.5,1
65,12,5,0,0,15,5.266667,2,2,0,0,0,2,1
65,13,0,0,0,11,5,7,0,0,2,0,3.5,1
59,16,1,0,0,12,4.5,2,0,0,0,1,1.333333,1
84,28,1,0,0,24,5.333333,2,4,0,0,0,3,1
67,19,0,0,0,12,8.416667,2,3,0,0,0,2.5,1
73,20,3,0,0,14,6.071429,2,4,0,0,0,3,1
50,13,0,1,0,6,6.166667,2,0,0,0,0,2,1
77,23,0,0,0,10,7.6,3,3,0,0,0,4,1
73,24,1,0,0,12,8.083333,3,0,0,1,0,2,1
58,18,1,0,0,9,6.222222,1,2,0,0,0,1.5,1
51,14,1,0,0,9,5.111111,2,2,0,0,0,2,1
65,18,1,0,0,14,5,2,4,0,0,0,3,1
36,3,0,0,0,8,1.625,4,0,0,1,0,4,0
56,12,1,0,0,11,4.272727,2,3,0,0,0,2.5,0
80,22,3,0,0,24,5.541667,2,4,0,0,0,3,1
33,7,0,0,0,8,3,1,2,0,0,0,1.5,1
43,10,0,0,0,7,3.571429,2,3,0,0,0,3,1
51,13,2,0,0,10,4.5,2,0,0,0,0,2,1
53,10,1,0,0,13,6.692307,2,3,0,0,0,2.5,1
48,15,1,0,0,10,4.5,2,0,0,0,0,2,0
29,3,0,0,0,6,1.5,1,2,0,0,0,3,0
61,16,1,0,0,13,5.769231,2,3,0,0,0,2.5,1
83,17,0,0,0,21,6.380952,0,4,0,0,0,1,1
67,15,0,0,0,12,9.583333,2,2,0,0,0,2,1
64,17,1,0,0,14,5.642857,2,0,0,1,0,1,1
52,11,1,0,0,12,5,2,3,0,0,0,2.5,1
41,6,0,0,0,11,1.454545,2,5,0,0,0,8,0
33,3,0,0,0,6,1.833333,2,1,0,0,0,4,0
74,22,1,0,0,22,4.181818,2,4,0,0,0,3,0
59,13,1,0,0,13,4.538462,2,3,0,0,0,1.666667,0
69,15,2,0,0,13,6,1,3,0,0,0,2.5,0
50,15,1,0,0,10,4.5,2,0,0,0,0,1,0
42,10,1,0,0,8,4.125,0,2,0,0,0,1,0
54,12,1,0,0,12,5,2,3,0,0,0,2.5,0
70,11,0,0,0,11,4,2,2,0,0,0,2,0
54,14,1,0,0,9,4.888889,2,0,0,1,0,1.5,0
33,1,0,0,0,7,1.571429,2,2,0,1,0,4,0
105,49,1,0,0,24,5.583333,2,4,0,0,0,3,0
73,12,0,1,0,8,4.25,4,0,0,0,0,4,0
74,20,1,0,0,12,4,3,0,0,1,0,1.5,0
79,21,1,0,0,24,3.5,2,4,0,0,0,3,0
82,20,1,0,0,22,3.318182,2,6,0,0,0,4,0
52,13,0,1,0,9,5.333333,3,3,0,0,0,3,0
51,15,1,0,0,8,5.375,2,0,0,1,0,1,0
65,15,2,0,0,10,3.9,2,1,0,0,0,1.5,0
53,13,2,0,0,10,5,1,2,0,0,0,1.5,0
79,24,1,0,0,22,3.818182,2,4,0,0,0,3,0
57,16,1,0,0,12,4.666667,2,3,0,0,0,2.5,0
56,13,0,1,0,10,4.9,3,3,0,0,0,3,0
55,17,1,0,0,9,4.888889,3,1,0,0,0,2,0
54,11,1,0,0,12,3.083333,1,5,0,0,0,3,0
53,12,1,0,0,12,4,0,3,0,0,0,1.5,0
80,25,1,0,0,24,5.125,2,4,0,0,0,3,0
57,14,1,0,0,12,5,2,3,0,0,0,2.5,0
76,19,3,0,0,18,4.388889,2,4,0,1,0,3.5,0
73,10,5,1,0,11,4,5,4,0,0,0,6,0
54,14,1,0,0,9,4.888889,2,1,0,0,0,2.5,0
89,17,3,1,0,15,6.533333,5,3,0,0,0,4.5,0
53,8,2,0,0,12,4.333333,3,4,0,0,0,3.5,0
51,14,2,0,0,10,3.9,2,1,0,0,0,1.5,0
62,13,2,0,0,12,5.833333,2,2,0,1,0,2,0
77,25,1,0,0,22,4.681818,2,4,0,0,0,3,1
55,14,1,0,0,12,5,2,1,0,0,0,1.5,1
55,15,1,0,0,14,6.928571,0,3,0,0,0,1.5,1
58,18,0,1,0,11,6.181818,3,3,0,0,0,3,1
61,16,1,0,0,10,5.3,4,0,0,2,0,2,1
55,14,1,0,0,11,4,3,3,0,0,0,3,1
57,15,1,0,0,12,4.5,1,1,0,0,0,1,1
57,13,1,0,0,13,5.153846,1,3,0,0,0,2,1
72,15,0,0,0,12,8.083333,4,2,0,0,0,3.5,1
47,14,1,0,0,9,4.888889,1,1,0,0,0,1,1
82,23,1,0,0,25,3.56,2,4,0,0,0,3,0
53,12,0,1,0,11,3.272727,2,3,0,0,0,2.5,0
65,13,0,2,0,11,4.909091,3,3,0,0,0,4,0
56,14,1,0,0,13,3.846154,2,1,0,0,0,2,0
79,24,1,0,0,22,4.636364,2,4,0,0,0,3,1
52,13,1,0,0,11,5.363636,1,2,0,0,0,1.5,1
73,24,1,0,0,18,3.944444,1,5,0,0,0,3,1
77,17,0,0,0,18,5.333333,2,4,0,0,0,3,1
48,11,0,1,0,7,5.428571,4,0,0,0,0,2,1
69,15,0,0,0,12,6.833333,3,2,0,0,0,3.5,1
50,15,1,0,0,11,7.272727,2,0,0,0,0,1,1
58,13,1,0,0,13,5.846154,2,1,0,0,0,2,1
56,11,1,0,0,14,3.857143,2,4,0,0,0,3,1
59,12,0,0,0,16,3.9375,1,3,0,0,0,2,1
49,14,1,0,0,14,5.714286,0,1,0,0,0,0.5,1
53,14,1,0,0,10,5.2,1,2,0,0,0,1.5,1
78,20,1,0,0,24,4.291667,2,4,0,0,0,3,1
53,12,1,0,0,11,5.363636,1,2,0,0,0,2,1
68,14,0,0,0,17,5.588235,0,4,0,0,2,2,1
75,13,1,0,0,14,5.714286,4,3,0,0,0,5,1
55,13,1,0,0,11,4.818182,2,0,0,1,0,2,1
43,9,1,0,0,9,3.777778,0,3,0,0,0,1.5,1
